request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_193,44.8,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-04-15,none,Use the supplied installment option starting 2024-03-21; the schedule stays above the EUR 1000 minimum.
request_194,45781.81,not_affordable,not_recommended,none,2025-10-24,none,"Only INR 45781.81 is safe on 2025-08-04, and no allowed plan keeps the balance above the INR 113600 minimum within 90 days."
request_195,800.43,not_affordable,not_recommended,none,,none,"Only EUR 800.43 is safe on 2026-01-06, and no allowed plan keeps the balance above the EUR 700 minimum within 90 days."
request_196,762.3,affordable_now,full_payment,2024-06-03:762.3,2024-06-03,none,Pay EUR 762.3 today while staying above the EUR 500 minimum over 90 days.
request_197,0,not_affordable,not_recommended,none,,none,"Only IDR 0 is safe on 2025-11-05, and no allowed plan keeps the balance above the IDR 26245900 minimum within 90 days."
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,Pay INR 185800 today while staying above the INR 124300 minimum over 90 days.
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,Use the supplied installment option starting 2024-09-07; the schedule stays above the IDR 25359500 minimum.
request_200,5025386.34,not_affordable,not_recommended,none,,none,"Only IDR 5025386.34 is safe on 2025-02-06, and no allowed plan keeps the balance above the IDR 20114600 minimum within 90 days."
request_201,23997000,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,Pay IDR 23997000 today while staying above the IDR 17304500 minimum over 90 days.
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,Pay INR 123900 today while staying above the INR 147800 minimum over 90 days.
request_203,1442.1,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,Use the supplied installment option starting 2025-05-10; the schedule stays above the EUR 1400 minimum.
request_204,0,not_affordable,not_recommended,none,,none,"Only EUR 0 is safe on 2026-01-04, and no allowed plan keeps the balance above the EUR 1300 minimum within 90 days."
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,Pay IDR 10621000 today while staying above the IDR 13994300 minimum over 90 days.
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,Use the supplied installment option starting 2025-08-03; the schedule stays above the EUR 900 minimum.
request_207,8226.1,affordable_later,wait,2026-07-15:11830,2026-07-15,none,Wait until 2026-07-15 to pay ZAR 11830 in full; paying earlier would risk the ZAR 13600 minimum.
request_208,3047537.87,affordable_later,wait,2024-06-15:4413000,2024-06-15,none,Wait until 2024-06-15 to pay IDR 4413000 in full; paying earlier would risk the IDR 10470700 minimum.
request_209,0,not_affordable,not_recommended,none,,none,"Only ZAR 0 is safe on 2025-11-04, and no allowed plan keeps the balance above the ZAR 18400 minimum within 90 days."
request_210,932.63,affordable_with_plan,partial_payment,2026-04-06:932.63|2026-04-15:427.39,2026-04-15,none,Pay USD 932.63 now and the remainder on 2026-04-15; both payments stay above the USD 2000 minimum.
request_211,377.87,affordable_later,wait,2024-10-15:1788.6,2024-10-15,none,Wait until 2024-10-15 to pay EUR 1788.6 in full; paying earlier would risk the EUR 1500 minimum.
request_212,9947518.86,not_affordable,not_recommended,none,,none,"Only IDR 9947518.86 is safe on 2025-02-05, and no allowed plan keeps the balance above the IDR 29579800 minimum within 90 days."
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,Use the supplied installment option starting 2026-01-21; the schedule stays above the USD 2100 minimum.
request_214,59577.84,affordable_with_plan,partial_payment,2024-12-04:59577.84|2024-12-15:10172.16,2024-12-15,none,Pay INR 59577.84 now and the remainder on 2024-12-15; both payments stay above the INR 174900 minimum.
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,Use the supplied installment option starting 2025-05-09; the schedule stays above the ZAR 15700 minimum.
request_216,593.2,affordable_later,wait,2026-09-15:3332.4,2026-09-15,none,Wait until 2026-09-15 to pay USD 3332.4 in full; paying earlier would risk the USD 1800 minimum.
request_217,0,not_affordable,not_recommended,none,,none,"Only ZAR 0 is safe on 2024-03-05, and no allowed plan keeps the balance above the ZAR 26800 minimum within 90 days."
request_218,27921902.08,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-15,none,Use the supplied installment option starting 2025-08-07; the schedule stays above the IDR 34477200 minimum.
request_219,0,not_affordable,not_recommended,none,,none,"Only EUR 0 is safe on 2026-04-04, and no allowed plan keeps the balance above the EUR 1100 minimum within 90 days."
request_220,154.83,not_affordable,not_recommended,none,,none,"Only EUR 154.83 is safe on 2024-06-06, and no allowed plan keeps the balance above the EUR 1100 minimum within 90 days."
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,Pay INR 109800 today while staying above the INR 81500 minimum over 90 days.
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,Pay ZAR 34078 today while staying above the ZAR 27300 minimum over 90 days.
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,Pay EUR 898.7 today while staying above the EUR 800 minimum over 90 days.
request_224,10327000,affordable_with_plan,installments,2025-02-04:5370040|2025-03-04:5370040,2025-02-04,none,Use the supplied installment option starting 2025-02-04; the schedule stays above the IDR 22187600 minimum.
request_225,12302823.69,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-08-15,none,Use the supplied installment option starting 2026-07-20; the schedule stays above the IDR 17670700 minimum.
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,Pay INR 157000 today while staying above the INR 209400 minimum over 90 days.
request_227,0,not_affordable,not_recommended,none,,none,"Only INR 0 is safe on 2025-05-05, and no allowed plan keeps the balance above the INR 62900 minimum within 90 days."
request_228,0,not_affordable,not_recommended,none,,none,"Only IDR 0 is safe on 2026-04-07, and no allowed plan keeps the balance above the IDR 26191200 minimum within 90 days."
request_229,550.76,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-04-15,none,Use the supplied installment option starting 2024-03-18; the schedule stays above the EUR 1000 minimum.
request_230,912.08,not_affordable,not_recommended,none,,none,"Only EUR 912.08 is safe on 2025-08-06, and no allowed plan keeps the balance above the EUR 2000 minimum within 90 days."
request_231,24444.03,not_affordable,not_recommended,none,2026-03-15,none,"Only ZAR 24444.03 is safe on 2026-01-03, and no allowed plan keeps the balance above the ZAR 24300 minimum within 90 days."
request_232,0,not_affordable,not_recommended,none,,none,"Only EUR 0 is safe on 2024-06-05, and no allowed plan keeps the balance above the EUR 2400 minimum within 90 days."
request_233,0,not_affordable,not_recommended,none,,none,"Only IDR 0 is safe on 2025-11-07, and no allowed plan keeps the balance above the IDR 10365700 minimum within 90 days."
request_234,320.89,affordable_later,wait,2026-08-15:1213.3,2026-08-15,none,Wait until 2026-08-15 to pay EUR 1213.3 in full; paying earlier would risk the EUR 700 minimum.
request_235,967.2,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,Pay USD 967.2 today while staying above the USD 700 minimum over 90 days.
request_236,6842131.84,not_affordable,not_recommended,none,,none,"Only IDR 6842131.84 is safe on 2025-02-03, and no allowed plan keeps the balance above the IDR 16768600 minimum within 90 days."
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,Pay IDR 23826000 today while staying above the IDR 22431500 minimum over 90 days.
request_238,0,not_affordable,not_recommended,none,,none,"Only USD 0 is safe on 2024-12-07, and no allowed plan keeps the balance above the USD 700 minimum within 90 days."
request_239,642,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,Pay USD 642 today while staying above the USD 600 minimum over 90 days.
request_240,0,not_affordable,not_recommended,none,,none,"Only INR 0 is safe on 2026-01-06, and no allowed plan keeps the balance above the INR 52800 minimum within 90 days."
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,Use the supplied installment option starting 2024-03-17; the schedule stays above the IDR 19252000 minimum.
request_242,0,not_affordable,not_recommended,none,,none,"Only EUR 0 is safe on 2025-08-05, and no allowed plan keeps the balance above the EUR 600 minimum within 90 days."
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,Pay ZAR 17468 today while staying above the ZAR 19900 minimum over 90 days.
request_244,49918,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,Pay ZAR 49918 today while staying above the ZAR 45900 minimum over 90 days.
request_245,42250.64,affordable_later,wait,2025-12-15:128500,2025-12-15,none,Wait until 2025-12-15 to pay INR 128500 in full; paying earlier would risk the INR 94600 minimum.
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,Use the supplied installment option starting 2026-04-03; the schedule stays above the ZAR 39300 minimum.
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,Pay EUR 1059.3 today while staying above the EUR 1300 minimum over 90 days.
request_248,0,not_affordable,not_recommended,none,,none,"Only USD 0 is safe on 2025-02-07, and no allowed plan keeps the balance above the USD 1300 minimum within 90 days."
request_249,206.88,not_affordable,not_recommended,none,,none,"Only USD 206.88 is safe on 2026-01-04, and no allowed plan keeps the balance above the USD 600 minimum within 90 days."
request_250,17404.9,not_affordable,not_recommended,none,,none,"Only ZAR 17404.9 is safe on 2024-12-06, and no allowed plan keeps the balance above the ZAR 35300 minimum within 90 days."
request_251,1513.6,not_affordable,not_recommended,none,2025-05-03,none,"Only EUR 1513.6 is safe on 2025-05-03, and no allowed plan keeps the balance above the EUR 1300 minimum within 90 days."
request_252,6656910.53,affordable_later,wait,2026-08-15:28082000,2026-08-15,none,Wait until 2026-08-15 to pay IDR 28082000 in full; paying earlier would risk the IDR 15152200 minimum.
request_253,1387.07,affordable_with_plan,installments,2024-03-21:984.6|2024-04-21:984.6|2024-05-22:984.6,2024-04-15,none,Use the supplied installment option starting 2024-03-21; the schedule stays above the EUR 2300 minimum.
request_254,0,not_affordable,not_recommended,none,,none,"Only USD 0 is safe on 2025-08-04, and no allowed plan keeps the balance above the USD 2500 minimum within 90 days."
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,Pay IDR 3345000 today while staying above the IDR 9813900 minimum over 90 days.
request_256,0,not_affordable,not_recommended,none,,none,"Only INR 0 is safe on 2024-06-03, and no allowed plan keeps the balance above the INR 168600 minimum within 90 days."
request_257,530.51,affordable_later,wait,2026-01-15:1352.4,2026-01-15,none,Wait until 2026-01-15 to pay USD 1352.4 in full; paying earlier would risk the USD 1600 minimum.
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,Pay USD 1113.6 today while staying above the USD 500 minimum over 90 days.
request_259,440.92,affordable_later,wait,2024-10-15:935,2024-10-15,none,Wait until 2024-10-15 to pay EUR 935 in full; paying earlier would risk the EUR 600 minimum.
request_260,8535793.24,not_affordable,not_recommended,none,,none,"Only IDR 8535793.24 is safe on 2025-02-06, and no allowed plan keeps the balance above the IDR 20727700 minimum within 90 days."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,Pay EUR 1830.4 today while staying above the EUR 1500 minimum over 90 days.
request_262,0,not_affordable,not_recommended,none,,none,"Only IDR 0 is safe on 2024-12-05, and no allowed plan keeps the balance above the IDR 31018500 minimum within 90 days."
request_263,8072.29,not_affordable,not_recommended,none,,none,"Only ZAR 8072.29 is safe on 2025-05-07, and no allowed plan keeps the balance above the ZAR 24100 minimum within 90 days."
request_264,26798.22,affordable_later,wait,2026-05-15:111300,2026-05-15,none,Wait until 2026-05-15 to pay INR 111300 in full; paying earlier would risk the INR 59500 minimum.
request_265,45970,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,Pay INR 45970 today while staying above the INR 189700 minimum over 90 days.
request_266,935,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-03,none,Use the supplied installment option starting 2025-08-03; the schedule stays above the EUR 900 minimum.
request_267,1637.18,not_affordable,not_recommended,none,2026-03-15,none,"Only EUR 1637.18 is safe on 2026-01-05, and no allowed plan keeps the balance above the EUR 1500 minimum within 90 days."
request_268,1134.52,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,Use the supplied installment option starting 2024-06-14; the schedule stays above the EUR 1400 minimum.
request_269,0,not_affordable,not_recommended,none,,none,"Only ZAR 0 is safe on 2025-11-04, and no allowed plan keeps the balance above the ZAR 23100 minimum within 90 days."
request_270,0,not_affordable,not_recommended,none,,none,"Only USD 0 is safe on 2026-07-06, and no allowed plan keeps the balance above the USD 1400 minimum within 90 days."
request_271,0,not_affordable,not_recommended,none,,none,"Only INR 0 is safe on 2024-09-03, and no allowed plan keeps the balance above the INR 58200 minimum within 90 days."
request_272,0,not_affordable,not_recommended,none,,none,"Only IDR 0 is safe on 2025-02-05, and no allowed plan keeps the balance above the IDR 7508600 minimum within 90 days."
request_273,10756514.78,affordable_with_plan,partial_payment,2026-04-07:10756514.78|2026-04-15:5104485.22,2026-04-15,none,Pay IDR 10756514.78 now and the remainder on 2026-04-15; both payments stay above the IDR 18774600 minimum.
request_274,2226.53,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-15,none,Use the supplied installment option starting 2024-12-04; the schedule stays above the EUR 1800 minimum.
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,Pay IDR 15884000 today while staying above the IDR 12760100 minimum over 90 days.
